date,home_team_abbr,away_team_abbr,home_ml,away_ml
2024-03-15,NYY,PIT,-245,194
2024-03-16,WSN,STL,-105,-115
2024-03-17,PIT,TBR,-114,-105
2024-03-17,SFG,COL,-170,138
2024-03-17,ATH,CHW,-164,134
2024-03-17,CHC,TEX,-150,122
2024-03-17,CLE,CIN,-148,120
2024-03-18,MIN,BOS,-188,152
2024-03-18,TBR,ATL,-152,124
2024-03-18,TEX,SEA,-164,134
2024-03-18,CHW,CLE,-184,148
2024-03-18,MIL,LAA,-170,138
2024-03-18,AZ,ATH,-138,112
2024-03-19,CIN,SFG,-148,120
2024-03-19,BOS,TBR,-230,184
2024-03-19,TOR,BAL,-176,142
2024-03-19,TEX,ATH,-172,140
2024-03-19,LAA,CIN,-138,112
2024-03-19,DET,PHI,-188,152
2024-03-20,CHC,AZ,-134,110
2024-03-20,SFG,KCR,-152,124
2024-03-20,SDP,LAD,166,-215
2024-03-20,ATL,TOR,-200,160
2024-03-20,MIN,DET,-178,144
2024-03-20,MIA,NYM,-112,-108
2024-03-20,ATH,CHC,-128,104
2024-03-20,AZ,COL,-154,126
2024-03-20,WSN,STL,-138,112
2024-03-20,BAL,PHI,-168,136
2024-03-20,NYY,PIT,-172,140
2024-03-21,LAD,SDP,-188,158
2024-03-21,ATL,NYY,-250,198
2024-03-21,WSN,MIN,-160,130
2024-03-21,PHI,TBR,-114,-106
2024-03-21,STL,HOU,100,-122
2024-03-21,DET,NYM,-144,118
2024-03-21,COL,CHC,-128,104
2024-03-21,BOS,BAL,-150,122
2024-03-21,PIT,TOR,-122,100
2024-03-22,MIL,SFG,-176,142
2024-03-22,SEA,CIN,-144,118
2024-03-22,PHI,DET,-118,-104
2024-03-22,NYY,NYM,-170,138
2024-03-22,TOR,BOS,-192,154
2024-03-23,NYM,HOU,154,-192
2024-03-23,KCR,TEX,114,-140
2024-03-23,OAK,LAA,-154,126
2024-03-23,CIN,COL,-160,130
2024-03-23,CHC,MIL,-205,164
2024-03-23,CHW,SEA,-118,-104
2024-03-25,PHI,TBR,-158,128
2024-03-25,PIT,TOR,-104,-118
2024-03-25,ATL,MIN,-152,124
2024-03-25,CHC,STL,-142,116
2024-03-25,MIL,COL,-180,146
2024-03-26,TEX,BOS,-215,172
2024-03-26,LAD,LAA,-210,168
2024-03-26,SDP,SEA,-118,-104
2024-03-26,ATH,SFG,-108,-112
2024-03-26,AZ,CLE,-142,116
2024-03-24,HOU,STL,126,-154
2024-03-24,BOS,ATL,132,-162
2024-03-24,DET,TBR,-130,106
2024-03-24,PHI,TOR,-142,116
2024-03-24,MIN,BAL,102,-124
2024-03-24,CIN,CLE,-124,102
2024-03-24,SEA,CHC,-200,160
2024-03-24,COL,CHW,-142,116
2024-03-24,MIL,AZ,-158,128
2024-03-24,LAD,LAA,-215,172
2024-03-26,TBR,DET,-128,104
2024-03-26,MIN,ATL,114,-140
2024-03-26,TEX,BOS,-148,122
2024-03-26,CHC,STL,-140,114
2024-03-26,COL,MIL,-196,158
2024-03-26,AZ,CLE,-144,118
2024-03-26,SDP,SEA,-150,122
2024-03-27,SFG,ATH,-142,116
2024-03-27,LAA,LAD,120,-148
2024-03-28,BAL,LAA,-184,154
2024-03-28,KCR,MIN,112,-132
2024-03-28,CIN,WSN,-152,128
2024-03-28,SDP,SFG,-108,-108
2024-03-28,HOU,NYY,-152,128
2024-03-28,LAD,STL,-225,188
2024-03-28,MIA,PIT,-134,116
2024-03-28,TBR,TOR,-136,116
2024-03-28,CHW,DET,144,-172
2024-03-28,TEX,CHC,-118,100
2024-03-29,OAK,CLE,130,-154
2024-03-29,AZ,COL,-220,184
2024-03-29,SEA,BOS,-168,142
2024-03-29,NYM,MIL,-108,-108
2024-03-29,PHI,ATL,110,-130
2024-03-30,NYM,MIL,-130,110
2024-03-30,CHW,DET,112,-132
2024-03-30,BAL,LAA,-166,140
2024-03-30,ATH,CLE,112,-132
2024-03-30,MIA,PIT,-108,-108
2024-03-30,CIN,WSN,-184,154
2024-03-30,KCR,MIN,104,-122
2024-03-30,TBR,TOR,-132,112
2024-03-30,TEX,CHC,-126,108
2024-03-30,SDP,SFG,-126,108
2024-03-30,HOU,NYY,-134,114
2024-03-31,AZ,COL,-230,178
2024-03-31,LAD,STL,-235,194
2024-03-31,SEA,BOS,-164,138
2024-03-31,PHI,ATL,122,-144
2024-03-31,BAL,LAA,-142,120
2024-03-31,NYM,MIL,-142,120
2024-03-31,CIN,WSN,-174,146
2024-03-31,TBR,TOR,106,-124
2024-03-31,MIA,PIT,-152,128
2024-03-31,KCR,MIN,104,-122
2024-03-31,CHW,DET,122,-144
2024-03-31,HOU,NYY,-118,100
2024-03-31,TEX,CHC,-132,112
2024-03-31,ATH,CLE,100,-118
2024-03-31,SEA,BOS,-116,-102
2024-03-31,SDP,SFG,-158,134
2024-03-31,AZ,COL,-205,172
2024-03-31,LAD,STL,-174,146
2024-04-01,CHW,ATL,260,-320
2024-04-01,CHC,COL,-240,198
2024-04-01,WSN,PIT,-104,-112
2024-04-01,BAL,KCR,-162,136
2024-04-01,PHI,CIN,-148,126
2024-04-01,MIA,LAA,-108,-108
2024-04-01,TBR,TEX,-126,108
2024-04-01,NYM,DET,-142,120
2024-04-02,HOU,TOR,-152,128
2024-04-02,AZ,NYY,102,-120
2024-04-02,SDP,STL,-122,104
2024-04-02,ATH,BOS,136,-162
2024-04-02,SEA,CLE,-102,-116
2024-04-02,LAD,SFG,-210,176
2024-04-02,MIL,MIN,-132,104
2024-04-02,BAL,KCR,-164,138
2024-04-02,PHI,CIN,-138,118
2024-04-02,MIA,LAA,-144,122
2024-04-02,TBR,TEX,-156,132
2024-04-02,CHC,COL,-180,152
2024-04-02,CHW,ATL,158,-188
2024-04-03,HOU,TOR,-158,134
2024-04-03,AZ,NYY,-110,-106
2024-04-03,SDP,STL,-144,122
2024-04-03,ATH,BOS,126,-148
2024-04-03,SEA,CLE,-120,102
2024-04-03,LAD,SFG,-182,142
2024-04-03,BAL,KCR,-172,144
2024-04-03,MIA,LAA,-110,-106
2024-04-03,TBR,TEX,-124,106
2024-04-03,MIL,MIN,-106,-110
2024-04-03,ATH,BOS,138,-164
2024-04-03,AZ,NYY,104,-122
2024-04-03,PHI,CIN,-180,152
2024-04-03,SDP,STL,-158,134
2024-04-03,SEA,CLE,-154,130
2024-04-03,WSN,PIT,132,-156
2024-04-03,CHC,COL,-215,180
2024-04-04,HOU,TOR,-210,160
2024-04-04,LAD,SFG,-245,200
2024-04-04,NYM,DET,-142,120
2024-04-04,WSN,PIT,106,-124
2024-04-04,MIN,CLE,-166,140
2024-04-04,STL,MIA,-142,120
2024-04-04,NYM,DET,-118,100
2024-04-04,KCR,CHW,-184,154
2024-04-05,NYY,TOR,-156,132
2024-04-05,DET,OAK,-245,200
2024-04-05,CHC,LAD,160,-190
2024-04-05,COL,TBR,142,-168
2024-04-05,PIT,BAL,100,-128
2024-04-05,SFG,SDP,-120,102
2024-04-05,CIN,NYM,-134,116
2024-04-05,WSN,PHI,172,-205
2024-04-05,ATL,AZ,-300,245
2024-04-05,KCR,CHW,-190,160
2024-04-06,TEX,HOU,118,-150
2024-04-06,MIL,SEA,-126,108
2024-04-06,LAA,BOS,-102,-116
2024-04-06,DET,ATH,-146,124
2024-04-06,MIN,CLE,-168,142
2024-04-06,STL,MIA,-148,126
2024-04-06,PIT,BAL,116,-136
2024-04-06,CHC,LAD,130,-154
2024-04-06,WSN,PHI,160,-190
2024-04-06,CIN,NYM,-126,108
2024-04-06,TEX,HOU,-108,-108
2024-04-06,NYY,TOR,-120,102
2024-04-06,KCR,CHW,-230,190
2024-04-06,MIL,SEA,-118,100
2024-04-06,ATL,AZ,-205,172
2024-04-07,COL,TBR,120,-142
2024-04-07,SFG,SDP,-116,-102
2024-04-07,LAA,BOS,-120,-106
2024-04-07,WSN,PHI,132,-156
2024-04-07,ATL,AZ,-255,210
2024-04-07,PIT,BAL,100,-118
2024-04-07,NYY,TOR,-166,140
2024-04-07,DET,ATH,-220,184
2024-04-07,CIN,NYM,102,-120
2024-04-07,KCR,CHW,-126,108
2024-04-07,MIL,SEA,-134,114
2024-04-07,STL,MIA,-142,120
2024-04-07,CHC,LAD,-110,-116
2024-04-07,COL,TBR,122,-144
2024-04-07,SFG,SDP,-166,140
2024-04-07,LAA,BOS,100,-118
2024-04-07,TEX,HOU,-108,-108
2024-04-08,CLE,CHW,-245,200
2024-04-08,NYY,MIA,-154,130
2024-04-08,PIT,DET,-132,112
2024-04-08,CIN,MIL,-110,-106
2024-04-08,TOR,SEA,-132,104
2024-04-08,ATL,NYM,-225,188
2024-04-08,MIN,LAD,116,-136
2024-04-08,STL,PHI,-112,-104
2024-04-09,TEX,HOU,-132,112
2024-04-09,COL,AZ,148,-176
2024-04-09,LAA,TBR,130,-154
2024-04-09,SDP,CHC,-136,116
2024-04-09,SFG,WSN,-220,184
2024-04-09,PIT,DET,-120,102
2024-04-09,BOS,BAL,110,-130
2024-04-09,CLE,CHW,-250,205
2024-04-09,CIN,MIL,-134,116
2024-04-09,NYY,MIA,-220,184
2024-04-09,TOR,SEA,-108,-108
2024-04-09,ATL,NYM,-188,158
2024-04-09,KCR,HOU,104,-122
2024-04-09,MIN,LAD,154,-184
2024-04-09,STL,PHI,118,-138
2024-04-10,TEX,ATH,-230,176
2024-04-10,COL,AZ,152,-180
2024-04-10,LAA,TBR,100,-128
2024-04-10,SFG,WSN,-190,160
2024-04-10,SDP,CHC,-142,120
2024-04-10,MIN,LAD,144,-172
2024-04-10,STL,PHI,118,-138
2024-04-10,TOR,SEA,-118,100
2024-04-10,COL,AZ,-106,-110
2024-04-10,SFG,WSN,-205,172
2024-04-10,LAA,TBR,102,-120
2024-04-10,CLE,CHW,-270,200
2024-04-10,SDP,CHC,-158,134
2024-04-10,CIN,MIL,-142,120
2024-04-10,NYY,MIA,-220,184
2024-04-10,BOS,BAL,-142,112
2024-04-10,KCR,HOU,104,-122
2024-04-11,TEX,ATH,-198,166
2024-04-11,ATL,NYM,-164,138
2024-04-11,KCR,HOU,110,-130
2024-04-11,TEX,ATH,-200,168
2024-04-11,PHI,PIT,-136,116
2024-04-11,BOS,BAL,110,-130
2024-04-12,DET,MIN,-120,102
2024-04-12,PHI,PIT,-162,136
2024-04-12,TBR,SFG,-108,-108
2024-04-12,BAL,MIL,108,-126
2024-04-12,TOR,COL,-230,190
2024-04-12,MIA,ATL,168,-200
2024-04-12,NYM,KCR,-142,120
2024-04-12,BOS,LAA,-116,-102
2024-04-12,CHW,CIN,148,-176
2024-04-13,HOU,TEX,-126,108
2024-04-13,ATH,WSN,-134,114
2024-04-13,SEA,CHC,-134,114
2024-04-13,AZ,STL,-124,106
2024-04-13,LAD,SDP,-205,172
2024-04-13,CLE,NYY,-110,-106
2024-04-13,NYM,KCR,-166,140
2024-04-13,CHW,CIN,110,-130
2024-04-13,TOR,COL,-188,158
2024-04-13,BAL,MIL,-146,124
2024-04-13,HOU,TEX,-138,118
2024-04-13,PHI,PIT,-162,136
2024-04-13,ATH,WSN,162,-215
2024-04-13,MIA,ATL,188,-225
2024-04-13,BOS,LAA,-102,-116
2024-04-13,TBR,SFG,-116,-102
2024-04-13,DET,MIN,-136,116
2024-04-14,AZ,STL,-116,-104
2024-04-14,LAD,SDP,-210,176
2024-04-14,SEA,CHC,116,-136
2024-04-14,BOS,LAA,-132,112
2024-04-14,BAL,MIL,-220,184
2024-04-14,PHI,PIT,-200,168
2024-04-14,TOR,COL,-280,205
2024-04-14,NYM,KCR,-112,-104
2024-04-14,MIA,ATL,120,-142
2024-04-14,DET,MIN,-130,110
2024-04-14,TBR,SFG,-106,-110
2024-04-14,CLE,NYY,108,-126
2024-04-14,CHW,CIN,130,-154
2024-04-14,HOU,TEX,-116,-102
2024-04-14,ATH,WSN,-146,124
2024-04-14,SEA,CHC,-142,120
2024-04-14,AZ,STL,-142,120
2024-04-14,LAD,SDP,-158,134
2024-04-16,DET,TEX,104,-122
2024-04-16,BAL,MIN,-168,142
2024-04-16,PHI,COL,-260,215
2024-04-16,MIA,SFG,114,-134
2024-04-16,TBR,LAA,-148,126
2024-04-16,TOR,NYY,-116,-102
2024-04-16,NYM,PIT,-110,-106
2024-04-16,BOS,CLE,-128,100
2024-04-16,MIL,SDP,100,-118
2024-04-17,HOU,ATL,-104,-112
2024-04-17,AZ,CHC,-120,102
2024-04-17,SEA,CIN,-142,120
2024-04-17,ATH,STL,122,-144
2024-04-17,LAD,WSN,-275,225
2024-04-15,BOS,CLE,-160,126
2024-04-15,BAL,MIN,-132,112
2024-04-15,DET,TEX,-122,104
2024-04-15,PHI,COL,-270,220
2024-04-15,MIA,SFG,100,-118
2024-04-15,TBR,LAA,-166,140
2024-04-15,TOR,NYY,-128,102
2024-04-15,NYM,PIT,-124,106
2024-04-15,CHW,KCR,144,-172
2024-04-15,MIL,SDP,-112,-104
2024-04-16,HOU,ATL,-102,-116
2024-04-16,AZ,CHC,-156,132
2024-04-16,ATH,STL,146,-174
2024-04-16,SEA,CIN,-154,130
2024-04-16,LAD,WSN,-390,310
2024-04-17,MIA,SFG,-102,-116
2024-04-17,BAL,MIN,-148,116
2024-04-17,MIL,SDP,-112,-104
2024-04-17,DET,TEX,-144,122
2024-04-17,NYM,PIT,-158,134
2024-04-17,HOU,ATL,114,-134
2024-04-17,CHW,KCR,160,-190
2024-04-17,TOR,NYY,-126,-102
2024-04-17,LAD,WSN,-230,190
2024-04-17,ATH,STL,110,-130
2024-04-17,AZ,CHC,-130,110
2024-04-17,SEA,CIN,-134,114
2024-04-17,CHW,KCR,144,-172
2024-04-17,PHI,COL,-230,190
2024-04-17,TBR,LAA,-122,104
2024-04-17,BOS,CLE,-134,114
2024-04-18,TBR,LAA,-174,138
2024-04-18,DET,TEX,-102,-116
2024-04-18,BOS,CLE,-106,-110
2024-04-19,SFG,AZ,-156,132
2024-04-19,CHC,MIA,-172,144
2024-04-19,CIN,LAA,-132,112
2024-04-19,PIT,BOS,-112,-104
2024-04-19,PHI,CHW,-184,154
2024-04-19,WSN,HOU,130,-154
2024-04-19,NYY,TBR,-180,152
2024-04-19,CLE,ATH,-110,-116
2024-04-19,ATL,TEX,-210,176
2024-04-19,KCR,BAL,112,-132
2024-04-20,MIN,DET,-176,138
2024-04-20,STL,MIL,100,-118
2024-04-20,SDP,TOR,-110,-106
2024-04-20,LAD,NYM,-200,168
2024-04-20,SFG,AZ,-122,104
2024-04-20,NYY,TBR,-122,104
2024-04-20,MIN,DET,-142,120
2024-04-20,STL,MIL,-138,118
2024-04-20,CHC,MIA,-134,116
2024-04-20,SFG,AZ,-116,-110
2024-04-20,WSN,HOU,150,-178
2024-04-20,LAD,NYM,-174,146
2024-04-20,PIT,BOS,-118,100
2024-04-20,PHI,CHW,-375,300
2024-04-20,CLE,ATH,-190,160
2024-04-20,CIN,LAA,-118,100
2024-04-20,KCR,BAL,102,-120
2024-04-20,ATL,TEX,-142,120
2024-04-20,CHC,MIA,-220,184
2024-04-21,COL,SEA,154,-184
2024-04-21,SDP,TOR,104,-122
2024-04-21,PIT,BOS,-158,134
2024-04-21,WSN,HOU,144,-172
2024-04-21,NYY,TBR,-130,102
2024-04-21,PHI,CHW,-290,235
2024-04-21,CIN,LAA,-122,104
2024-04-21,CLE,ATH,-166,140
2024-04-21,KCR,BAL,-108,-108
2024-04-21,MIN,DET,-122,104
2024-04-21,STL,MIL,-162,136
2024-04-21,CHC,MIA,-124,106
2024-04-21,COL,SEA,154,-184
2024-04-21,SFG,AZ,-134,116
2024-04-21,SDP,TOR,-110,-106
2024-04-21,LAD,NYM,-255,210
2024-04-21,ATL,TEX,-154,130
2024-04-22,COL,SEA,100,-118
2024-04-22,NYY,ATH,-225,174
2024-04-22,CIN,PHI,-104,-112
2024-04-22,PIT,MIL,-152,120
2024-04-22,TBR,DET,-110,-106
2024-04-22,ATL,MIA,-215,180
2024-04-22,MIN,CHW,-210,176
2024-04-22,KCR,TOR,102,-120
2024-04-22,STL,AZ,-112,-104
2024-04-23,COL,SDP,148,-176
2024-04-23,LAA,BAL,-108,-108
2024-04-23,SFG,NYM,-112,-104
2024-04-23,CLE,BOS,-160,126
2024-04-23,CIN,PHI,110,-130
2024-04-23,PIT,MIL,-110,-116
2024-04-23,WSN,LAD,188,-225
2024-04-23,TBR,DET,-168,142
2024-04-23,NYY,ATH,-215,180
2024-04-23,ATL,MIA,-260,215
2024-04-23,CHC,HOU,-102,-116
2024-04-23,KCR,TOR,104,-122
2024-04-23,MIN,CHW,-290,235
2024-04-23,STL,AZ,-142,120
2024-04-24,TEX,SEA,-102,-116
2024-04-24,COL,SDP,126,-148
2024-04-24,LAA,BAL,130,-166
2024-04-24,SFG,NYM,-134,116
2024-04-24,STL,AZ,-116,-102
2024-04-24,SFG,NYM,-106,-110
2024-04-24,LAA,BAL,122,-156
2024-04-24,CLE,BOS,-136,116
2024-04-24,CIN,PHI,-148,126
2024-04-24,PIT,MIL,-110,-116
2024-04-24,WSN,LAD,152,-180
2024-04-24,TBR,DET,-104,-112
2024-04-24,NYY,ATH,-240,198
2024-04-24,ATL,MIA,-270,220
2024-04-24,CHC,HOU,-106,-110
2024-04-24,MIN,CHW,-205,172
2024-04-24,KCR,TOR,112,-132
2024-04-25,TEX,SEA,-142,120
2024-04-25,COL,SDP,132,-156
2024-04-27,TOR,LAD,128,-152
2024-04-27,BAL,ATH,-196,164
2024-04-27,NYM,STL,116,-136
2024-04-27,TEX,CIN,-130,104
2024-04-27,BOS,CHC,100,-118
2024-04-27,MIA,WSN,-146,124
2024-04-27,COL,HOU,180,-215
2024-04-27,DET,KCR,-112,-104
2024-04-27,CHW,TBR,168,-200
2024-04-27,MIL,NYY,-102,-116
2024-04-27,ATL,CLE,-180,140
2024-04-28,SDP,PHI,-116,-102
2024-04-28,SFG,PIT,-152,128
2024-04-28,LAA,MIN,-112,-112
2024-04-28,SEA,AZ,-156,132
2024-04-26,DET,KCR,-126,108
2024-04-26,BAL,ATH,-290,235
2024-04-26,TOR,LAD,108,-126
2024-04-26,BOS,CHC,-106,-110
2024-04-26,NYM,STL,-130,110
2024-04-26,MIA,WSN,-130,110
2024-04-26,ATL,CLE,-275,225
2024-04-26,CHW,TBR,190,-230
2024-04-27,TEX,CIN,-118,-108
2024-04-27,MIL,NYY,114,-134
2024-04-27,LAA,MIN,-116,-102
2024-04-27,SDP,PHI,-104,-112
2024-04-27,SEA,AZ,108,-126
2024-04-27,SFG,PIT,-144,122
2024-04-25,PIT,MIL,118,-138
2024-04-25,MIN,CHW,-210,176
2024-04-25,CIN,PHI,148,-176
2024-04-25,CLE,BOS,-130,110
2024-04-25,KCR,TOR,-106,-110
2024-04-25,CHC,HOU,122,-144
2024-04-25,TEX,SEA,100,-118
2024-04-25,COL,SDP,116,-148
2024-04-25,WSN,LAD,152,-180
2024-04-25,NYY,ATH,-300,215
2024-04-28,BAL,ATH,-210,176
2024-04-28,ATL,CLE,-156,132
2024-04-28,TOR,LAD,-130,104
2024-04-28,MIA,WSN,-136,116
2024-04-28,DET,KCR,-174,146
2024-04-28,NYM,STL,-138,118
2024-04-28,MIL,NYY,116,-136
2024-04-28,CHW,TBR,118,-138
2024-04-28,TEX,CIN,-132,112
2024-04-28,SFG,PIT,-110,-106
2024-04-28,COL,HOU,210,-255
2024-04-28,LAA,MIN,-112,-112
2024-04-28,SDP,PHI,-146,124
2024-04-28,SEA,AZ,-136,116
2024-04-28,BOS,CHC,-146,124
2024-04-29,BAL,NYY,-130,110
2024-04-29,MIA,WSN,-142,120
2024-04-29,TOR,KCR,-164,138
2024-04-29,NYM,CHC,-142,120
2024-04-29,CHW,MIN,136,-162
2024-04-29,MIL,TBR,-112,-104
2024-04-30,LAA,PHI,118,-150
2024-04-30,SDP,CIN,-112,-104
2024-04-30,SEA,ATL,134,-158
2024-04-30,ATH,PIT,110,-130
2024-04-30,AZ,LAD,120,-142
2024-04-30,DET,STL,-124,106
2024-04-30,BAL,NYY,108,-126
2024-04-30,MIA,COL,-138,118
2024-04-30,DET,STL,-116,-102
2024-04-30,TOR,KCR,-130,110
2024-04-30,NYM,CHC,-140,110
2024-04-30,BOS,SFG,104,-132
2024-04-30,MIL,TBR,-178,150
2024-04-30,CHW,MIN,150,-178
2024-05-01,TEX,WSN,-158,134
2024-05-01,HOU,CLE,-146,114
2024-05-01,LAA,PHI,152,-180
2024-05-01,SDP,CIN,-174,146
2024-05-01,SEA,ATL,106,-124
2024-05-01,ATH,PIT,116,-136
2024-05-01,AZ,LAD,122,-144
2024-05-02,MIA,COL,-180,152
2024-05-02,BAL,NYY,-112,-104
2024-05-02,NYM,CHC,-116,-102
2024-05-02,BOS,SFG,-118,100
2024-05-02,TEX,WSN,-200,168
2024-05-03,HOU,CLE,-136,116
2024-05-01,MIL,TBR,-108,-108
2024-05-01,DET,STL,-102,-116
2024-05-01,CHW,MIN,188,-225
2024-05-01,TOR,KCR,-142,120
2024-05-01,ATH,PIT,-106,-110
2024-05-01,SEA,ATL,154,-184
2024-05-01,LAA,PHI,164,-215
2024-05-01,SDP,CIN,-146,124
2024-05-01,BAL,NYY,-154,130
2024-05-01,MIA,COL,-144,122
2024-05-01,BOS,SFG,-148,116
2024-05-01,NYM,CHC,104,-122
2024-05-02,TEX,WSN,-196,164
2024-05-02,HOU,CLE,-166,130
2024-05-02,AZ,LAD,118,-138
2024-05-03,CHC,MIL,-118,100
2024-05-03,CIN,BAL,-116,-102
2024-05-03,PIT,COL,-180,152
2024-05-03,PHI,SFG,-174,146
2024-05-03,WSN,TOR,130,-166
2024-05-03,TBR,NYM,-146,124
2024-05-03,NYY,DET,-178,150
2024-05-03,CLE,LAA,-198,166
2024-05-03,KCR,TEX,-142,112
2024-05-04,MIN,BOS,-124,106
2024-05-04,HOU,SEA,-118,100
2024-05-04,STL,CHW,-295,240
2024-05-04,AZ,SDP,-102,-116
2024-05-04,ATH,MIA,-162,136
2024-05-04,LAD,ATL,-116,-102
2024-05-04,NYY,DET,-168,142
2024-05-04,MIN,BOS,-178,150
2024-05-04,STL,CHW,-184,154
2024-05-04,CHC,MIL,-132,112
2024-05-04,PIT,COL,-225,188
2024-05-04,WSN,TOR,146,-174
2024-05-04,ATH,MIA,-132,112
2024-05-04,PHI,SFG,-168,142
2024-05-04,CLE,LAA,-130,110
2024-05-04,CIN,BAL,-124,106
2024-05-04,KCR,TEX,-108,-108
2024-05-04,HOU,SEA,-148,126
2024-05-04,TBR,NYM,-108,-108
2024-05-05,AZ,SDP,-112,-112
2024-05-05,LAD,ATL,-188,158
2024-05-05,PIT,COL,-162,136
2024-05-05,WSN,TOR,-112,-104
2024-05-05,NYY,DET,-132,112
2024-05-05,CLE,LAA,-154,130
2024-05-05,TBR,NYM,-108,-108
2024-05-05,MIN,BOS,-184,154
2024-05-05,HOU,SEA,-132,112
2024-05-05,KCR,TEX,118,-138
2024-05-05,STL,CHW,-162,136
2024-05-05,CHC,MIL,116,-136
2024-05-05,ATH,MIA,-134,116
2024-05-05,CIN,BAL,-130,110
2024-05-05,LAD,ATL,130,-154
2024-05-05,AZ,SDP,-104,-112
2024-05-05,PHI,SFG,-106,-110
2024-05-06,PHI,SFG,-230,190
2024-05-06,CLE,DET,-120,102
2024-05-06,PIT,LAA,-164,138
2024-05-06,TBR,CHW,-168,142
2024-05-06,KCR,MIL,-138,118
2024-05-06,CHC,SDP,-116,-102
2024-05-06,MIN,SEA,106,-124
2024-05-06,STL,NYM,-132,112
2024-05-07,ATH,TEX,118,-138
2024-05-07,LAD,MIA,-335,270
2024-05-07,ATH,TEX,106,-124
2024-05-07,CLE,DET,-138,118
2024-05-07,CIN,AZ,110,-130
2024-05-07,PHI,TOR,110,-140
2024-05-07,PIT,LAA,-132,112
2024-05-07,WSN,BAL,194,-235
2024-05-07,TBR,CHW,-270,220
2024-05-07,NYY,HOU,-124,-102
2024-05-07,ATL,BOS,-184,154
2024-05-07,KCR,MIL,-130,110
2024-05-07,MIN,SEA,-162,136
2024-05-07,CHC,SDP,-166,140
2024-05-07,STL,NYM,-126,108
2024-05-08,COL,SFG,138,-164
2024-05-08,LAD,MIA,-320,260
2024-05-08,PIT,LAA,-138,118
2024-05-08,PHI,TOR,-168,142
2024-05-08,CLE,DET,-124,106
2024-05-08,KCR,MIL,-120,102
2024-05-08,CHC,SDP,106,-134
2024-05-08,LAD,MIA,-280,210
2024-05-08,ATH,TEX,118,-150
2024-05-08,CIN,AZ,-110,-106
2024-05-08,WSN,BAL,138,-176
2024-05-08,TBR,CHW,-260,215
2024-05-08,NYY,HOU,-162,136
2024-05-08,ATL,BOS,-215,180
2024-05-08,MIN,SEA,-108,-108
2024-05-09,COL,SFG,142,-168
2024-05-09,MIN,SEA,-118,100
2024-05-09,CIN,AZ,-142,120
2024-05-09,COL,SFG,114,-134
2024-05-09,NYY,HOU,-144,122
2024-05-09,MIL,STL,118,-138
2024-05-09,CHW,CLE,132,-156
2024-05-10,LAA,KCR,-108,-118
2024-05-10,DET,HOU,126,-148
2024-05-10,PIT,CHC,-130,110
2024-05-10,TBR,NYY,112,-132
2024-05-10,BAL,AZ,-132,112
2024-05-10,TOR,MIN,-132,104
2024-05-10,MIA,PHI,162,-194
2024-05-10,NYM,ATL,124,-146
2024-05-10,BOS,WSN,-240,184
2024-05-10,CHW,CLE,-118,100
2024-05-11,MIL,STL,-126,108
2024-05-11,COL,TEX,160,-190
2024-05-11,LAA,KCR,104,-122
2024-05-11,SEA,ATH,-154,130
2024-05-11,SDP,LAD,128,-164
2024-05-11,SFG,CIN,-146,124
2024-05-11,TOR,MIN,-128,100
2024-05-11,BAL,AZ,-152,128
2024-05-11,PIT,CHC,100,-118
2024-05-11,MIA,PHI,108,-126
2024-05-11,TBR,NYY,-110,-106
2024-05-11,NYM,ATL,136,-162
2024-05-11,BOS,WSN,-158,134
2024-05-11,DET,HOU,-154,130
2024-05-11,CHW,CLE,142,-168
2024-05-11,MIL,STL,-184,154
2024-05-11,SFG,CIN,108,-138
2024-05-12,COL,TEX,112,-144
2024-05-12,SDP,LAD,120,-142
2024-05-12,LAA,KCR,140,-166
2024-05-12,SEA,ATH,-225,188
2024-05-12,BOS,WSN,-138,118
2024-05-12,PIT,CHC,-102,-116
2024-05-12,BAL,AZ,-130,110
2024-05-12,TOR,MIN,102,-120
2024-05-12,MIA,PHI,168,-200
2024-05-12,TBR,NYY,122,-144
2024-05-12,DET,HOU,-116,-102
2024-05-12,MIL,STL,-154,130
2024-05-12,CHW,CLE,146,-174
2024-05-12,COL,TEX,120,-142
2024-05-12,SFG,CIN,-122,104
2024-05-12,LAA,KCR,-112,-112
2024-05-12,SEA,ATH,-220,184
2024-05-12,SDP,LAD,-112,-104
2024-05-12,NYM,ATL,-110,-106
2024-05-13,BAL,TOR,-178,150
2024-05-13,DET,MIA,-168,142
2024-05-13,NYM,PHI,-132,104
2024-05-13,BOS,TBR,-122,-106
2024-05-13,ATL,CHC,-138,118
2024-05-13,MIL,PIT,-142,120
2024-05-14,TEX,CLE,-118,-106
2024-05-14,HOU,ATH,-180,152
2024-05-14,LAA,STL,-104,-112
2024-05-14,SDP,COL,-220,184
2024-05-14,SEA,KCR,-154,130
2024-05-14,AZ,CIN,-158,134
2024-05-14,SFG,LAD,184,-220
2024-05-14,NYM,PHI,104,-122
2024-05-14,CHW,WSN,-104,-112
2024-05-14,DET,MIA,-184,154
2024-05-14,BOS,TBR,-120,102
2024-05-14,ATL,CHC,-198,166
2024-05-14,MIN,NYY,-215,164
2024-05-14,MIL,PIT,-158,134
2024-05-15,CHW,WSN,102,-120
2024-05-15,TEX,CLE,-138,108
2024-05-15,HOU,ATH,-260,192
2024-05-15,LAA,STL,112,-144
2024-05-15,AZ,CIN,-116,-102
