Gtm,Date,Home,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,Thr,OppStart,pH,pR,pER,pUER,pBB,pSO,pHR,pHBP,pERA,pPit,pStr,pIR,pIS,pSB,pCS,pAB,p2B,p3B,pIBB,pSH,pSF,pROE,pGDP,TmStart
115,2023-08-10,True,BAL,HOU,1,29,29,5,8,2,1,2,5,0,0,9,0,0,0,0,0,0,2,0.253,0.32,0.424,0.744,0,R,H.Brown,10,4,3,1,4,7,2,0,4.09,143,96,2.0,1.0,0,0,38,2,0,0,0,0,1,0,D.Kremer
116,2023-08-11,False,BAL,SEA,0,35,31,2,4,1,0,1,2,4,0,13,0,0,0,0,0,0,0,0.252,0.32,0.422,0.742,6,R,L.Castillo,12,9,9,0,3,6,3,0,4.14,120,77,1.0,0.0,0,0,33,2,0,0,0,1,0,2,K.Gibson
117,2023-08-12,False,BAL,SEA,1,34,34,1,4,0,0,0,1,0,0,8,0,0,0,0,1,3,0,0.251,0.318,0.42,0.738,4,R,G.Kirby,4,0,0,0,4,11,0,1,4.1,146,101,1.0,0.0,0,1,33,2,0,0,0,0,0,0,C.Irvin
118,2023-08-13,False,BAL,SEA,1,43,37,5,9,2,0,1,5,4,0,7,0,1,1,1,2,0,0,0.251,0.318,0.419,0.737,9,R,B.Miller,6,3,3,0,1,11,1,0,4.09,143,94,0.0,0.0,0,0,36,1,0,0,0,0,1,1,K.Bradish
119,2023-08-14,False,BAL,SDP,1,36,34,4,9,2,0,1,4,2,0,8,0,0,0,0,2,0,0,0.251,0.318,0.419,0.737,5,R,Y.Darvish,4,1,1,0,3,6,1,0,4.06,127,83,0.0,0.0,1,0,28,0,0,0,0,0,0,3,G.Rodriguez
120,2023-08-15,False,BAL,SDP,0,39,37,3,11,2,0,1,3,1,0,7,1,0,0,0,1,0,0,0.251,0.318,0.42,0.737,9,R,M.Wacha,13,10,10,0,5,7,1,0,4.12,157,105,0.0,0.0,0,0,36,8,0,0,0,0,1,2,J.Flaherty
121,2023-08-16,False,BAL,SDP,0,33,30,2,5,1,0,1,2,2,0,8,0,0,1,0,1,0,0,0.25,0.317,0.419,0.736,4,L,B.Snell,8,5,5,0,2,4,1,0,4.13,124,86,1.0,1.0,2,1,31,0,0,0,0,0,0,0,D.Kremer
122,2023-08-18,False,BAL,OAK,1,44,42,9,16,5,1,1,9,1,0,6,0,0,1,1,1,1,0,0.252,0.318,0.421,0.738,8,L,F.Pérez,12,4,4,0,1,12,0,0,4.13,149,98,0.0,0.0,0,0,39,4,0,0,0,0,0,0,K.Gibson
123,2023-08-19,False,BAL,OAK,1,44,36,7,9,0,0,2,7,5,0,9,1,1,1,0,1,1,0,0.252,0.318,0.421,0.739,8,L,K.Waldichuk,6,2,2,0,3,12,2,3,4.1,147,105,1.0,0.0,0,1,34,1,0,1,1,0,0,0,C.Irvin
124,2023-08-20,False,BAL,OAK,1,45,42,12,17,4,1,3,12,3,0,8,0,0,0,0,0,0,0,0.253,0.319,0.424,0.743,6,L,J.Sears,4,1,1,0,1,10,1,1,4.08,136,89,0.0,0.0,0,0,29,0,0,0,0,0,0,2,K.Bradish
125,2023-08-22,True,BAL,TOR,0,42,39,3,9,3,0,0,2,2,1,14,1,0,0,0,0,3,0,0.253,0.319,0.423,0.742,10,L,Y.Kikuchi,12,6,5,1,2,10,2,0,4.08,159,111,1.0,0.0,1,0,41,2,0,0,0,0,0,1,G.Rodriguez
126,2023-08-23,True,BAL,TOR,1,38,35,7,10,2,0,2,6,2,0,10,0,0,1,1,0,0,0,0.253,0.319,0.424,0.743,7,R,K.Gausman,5,0,0,0,0,9,0,0,4.05,135,86,0.0,0.0,0,0,31,0,0,0,0,0,0,1,D.Kremer
127,2023-08-24,True,BAL,TOR,1,34,33,5,10,1,0,2,5,0,0,6,1,0,0,0,0,0,0,0.254,0.319,0.424,0.743,5,R,J.Berríos,6,3,3,0,1,8,1,0,4.04,105,66,0.0,0.0,0,0,31,2,0,0,0,1,0,0,K.Gibson
128,2023-08-25,True,BAL,COL,1,35,31,5,10,1,0,3,5,2,0,4,0,1,1,0,1,1,0,0.254,0.319,0.426,0.745,6,L,K.Freeland,7,4,4,0,1,9,1,1,4.04,121,87,0.0,0.0,0,0,33,1,0,0,0,1,0,0,C.Irvin
129,2023-08-26,True,BAL,COL,1,34,30,5,6,2,0,0,5,3,0,9,1,0,0,0,1,1,0,0.254,0.319,0.425,0.744,5,R,C.Flexen,8,4,4,0,3,10,0,0,4.04,138,91,4.0,1.0,0,0,34,3,0,0,0,0,0,1,K.Bradish
130,2023-08-27,True,BAL,COL,0,33,31,3,5,0,0,2,3,2,0,9,0,0,0,0,1,0,0,0.253,0.318,0.424,0.743,3,L,T.Blach,9,4,3,1,1,6,1,0,4.03,115,84,3.0,0.0,1,0,35,2,0,1,0,0,0,1,J.Flaherty
131,2023-08-28,True,BAL,CHW,1,41,35,9,11,1,0,1,8,5,0,7,1,0,0,0,0,3,0,0.254,0.319,0.424,0.744,8,R,M.Kopech,2,0,0,0,2,8,0,0,4.0,132,88,1.0,0.0,0,0,28,1,0,0,0,0,0,1,G.Rodriguez
132,2023-08-29,True,BAL,CHW,1,40,37,9,14,2,0,0,9,3,0,2,0,0,0,0,1,2,0,0.255,0.32,0.425,0.745,7,R,J.Scholtens,10,3,3,0,0,5,1,0,3.99,131,84,2.0,0.0,1,0,35,0,0,0,1,0,0,0,D.Kremer
133,2023-08-30,True,BAL,CHW,0,36,31,5,9,2,0,1,5,3,0,9,1,0,1,0,2,1,0,0.255,0.32,0.425,0.745,4,R,D.Cease,15,10,10,0,4,8,3,0,4.04,193,122,1.0,0.0,0,0,41,3,1,0,1,0,0,0,K.Gibson
134,2023-09-01,False,BAL,ARI,0,36,34,2,8,3,0,0,2,1,0,10,1,0,0,0,0,1,0,0.255,0.32,0.424,0.744,7,R,Z.Davies,10,4,4,0,2,8,2,0,4.04,146,95,3.0,0.0,0,0,33,3,0,0,0,0,1,1,C.Irvin
135,2023-09-02,False,BAL,ARI,1,40,38,7,11,4,0,2,7,1,0,8,1,0,0,0,0,0,0,0.255,0.32,0.425,0.745,6,R,S.Cecconi,5,3,3,0,4,11,1,1,4.04,153,92,0.0,0.0,0,0,31,1,0,0,0,0,0,1,K.Bradish
136,2023-09-03,False,BAL,ARI,1,44,40,8,14,3,0,0,8,4,0,8,0,0,0,0,0,1,1,0.256,0.321,0.425,0.746,9,R,Z.Gallen,9,5,5,0,1,10,3,0,4.04,139,89,1.0,0.0,0,0,36,1,0,0,0,0,0,1,J.Flaherty
137,2023-09-04,False,BAL,LAA,1,40,36,6,10,3,0,1,6,4,0,8,0,0,0,0,0,0,1,0.256,0.321,0.425,0.746,7,L,K.Rosenberg,8,3,3,0,2,9,2,0,4.03,119,82,0.0,0.0,0,1,32,1,0,0,0,0,0,2,G.Rodriguez
138,2023-09-05,False,BAL,LAA,1,43,40,5,13,4,0,0,4,3,1,8,0,0,0,0,1,1,0,0.257,0.321,0.425,0.747,9,L,R.Detmers,12,4,4,0,4,10,0,0,4.03,170,115,6.0,1.0,0,0,42,3,1,0,0,0,0,0,D.Kremer
139,2023-09-06,False,BAL,LAA,1,46,39,10,12,1,0,2,10,6,0,6,0,0,1,1,0,1,0,0.257,0.322,0.426,0.748,9,L,P.Sandoval,7,3,3,0,2,5,1,0,4.02,130,84,0.0,0.0,0,0,30,1,1,0,0,1,0,3,K.Gibson
140,2023-09-08,False,BAL,BOS,1,50,39,11,14,2,1,2,10,9,1,5,1,0,1,0,1,0,0,0.258,0.324,0.427,0.751,12,R,T.Houck,4,2,2,0,1,13,1,0,4.01,129,85,0.0,0.0,0,0,31,2,0,0,0,0,0,0,K.Bradish
141,2023-09-09,False,BAL,BOS,1,44,41,13,14,4,0,5,12,3,1,10,0,0,0,0,0,0,0,0.259,0.324,0.43,0.755,4,L,C.Sale,23,12,10,2,2,8,1,0,4.05,204,135,4.0,2.0,2,0,50,4,0,0,0,1,2,1,J.Flaherty
142,2023-09-10,False,BAL,BOS,0,33,32,3,7,1,1,0,3,1,0,11,0,0,0,0,1,1,0,0.258,0.324,0.43,0.753,3,R,B.Bello,8,7,2,5,3,9,1,2,4.04,147,97,1.0,0.0,1,0,34,2,1,0,0,0,2,0,G.Rodriguez
143,2023-09-11,True,BAL,STL,1,41,34,11,13,2,0,2,10,7,0,3,0,0,0,0,3,0,0,0.259,0.325,0.431,0.756,6,R,D.Hudson,12,5,5,0,5,4,0,0,4.05,175,114,4.0,1.0,1,1,39,1,0,0,0,0,1,0,D.Kremer
144,2023-09-12,True,BAL,STL,0,39,34,2,9,3,0,0,2,5,0,4,0,0,0,1,3,0,0,0.259,0.325,0.43,0.756,10,R,A.Wainwright,9,5,5,0,1,4,3,0,4.05,148,100,1.0,1.0,0,0,35,0,0,0,0,1,0,0,J.Means
145,2023-09-13,True,BAL,STL,0,34,29,0,3,1,1,0,0,5,0,11,0,0,0,0,1,1,0,0.258,0.325,0.429,0.754,7,L,D.Rom,4,1,1,0,4,7,1,0,4.03,135,83,2.0,0.0,0,0,29,1,0,0,1,0,0,1,K.Gibson
146,2023-09-14,True,BAL,TBR,0,31,30,3,4,0,0,2,3,1,0,15,0,0,0,0,1,0,0,0.258,0.324,0.429,0.752,1,R,A.Civale,7,4,4,0,0,6,1,0,4.03,123,80,0.0,0.0,0,0,33,0,1,0,0,0,0,1,K.Bradish
147,2023-09-15,True,BAL,TBR,0,30,29,1,2,0,0,1,1,1,0,13,0,0,0,1,1,0,0,0.257,0.322,0.427,0.749,2,R,Z.Eflin,13,7,7,0,1,6,2,0,4.05,149,101,4.0,3.0,0,0,38,4,0,0,0,1,0,1,J.Flaherty
148,2023-09-16,True,BAL,TBR,1,37,34,8,12,0,0,1,8,3,0,9,0,0,0,0,2,1,0,0.257,0.323,0.427,0.75,5,R,T.Glasnow,5,0,0,0,1,8,0,0,4.03,112,83,0.0,0.0,0,0,32,1,0,0,0,0,1,1,G.Rodriguez
149,2023-09-17,True,BAL,TBR,1,41,39,5,9,4,0,1,5,0,0,12,0,1,1,0,0,0,0,0.257,0.322,0.427,0.749,6,R,Z.Littell,5,4,3,1,3,7,3,0,4.01,169,110,3.0,0.0,1,0,37,1,0,0,0,0,0,1,D.Kremer
150,2023-09-18,False,BAL,HOU,1,44,41,8,16,3,1,1,8,2,0,12,0,0,1,0,0,0,0,0.258,0.323,0.428,0.751,9,R,J.Verlander,10,7,7,0,5,3,2,0,4.03,161,106,3.0,1.0,1,0,37,4,1,0,0,0,1,0,J.Means
151,2023-09-19,False,BAL,HOU,1,41,37,9,10,1,0,4,9,3,0,9,1,0,0,0,0,3,0,0.258,0.323,0.43,0.753,5,R,H.Brown,10,5,3,2,3,9,3,1,4.03,165,104,6.0,1.0,0,0,35,2,0,0,0,0,1,2,K.Gibson
152,2023-09-20,False,BAL,HOU,0,35,33,1,6,3,0,0,1,2,0,13,0,0,0,0,0,1,0,0.258,0.322,0.429,0.751,7,R,C.Javier,5,2,2,0,5,10,0,1,4.01,147,88,2.0,1.0,0,1,27,2,0,1,1,0,0,1,K.Bradish
153,2023-09-21,False,BAL,CLE,0,37,34,2,7,3,0,0,2,3,0,10,0,0,0,0,0,0,0,0.257,0.322,0.428,0.75,8,R,H.Gaddis,8,5,5,0,6,8,0,1,4.02,163,113,6.0,3.0,2,0,30,0,0,0,0,1,0,1,G.Rodriguez
154,2023-09-22,False,BAL,CLE,0,42,36,8,10,3,1,0,6,4,1,9,1,0,0,0,2,1,0,0.257,0.322,0.428,0.75,7,R,S.Bieber,13,9,6,3,4,6,0,0,4.04,181,115,4.0,2.0,1,0,38,5,0,1,0,2,1,0,D.Kremer
155,2023-09-23,False,BAL,CLE,1,41,36,2,9,1,0,0,2,5,0,11,0,0,0,0,0,2,0,0.257,0.323,0.427,0.749,12,R,C.Quantrill,1,1,1,0,1,5,1,1,4.02,115,79,0.0,0.0,0,0,28,0,0,0,0,0,0,0,J.Means
156,2023-09-24,False,BAL,CLE,1,41,33,5,7,4,0,0,5,8,0,8,0,0,0,0,0,1,1,0.257,0.323,0.426,0.749,9,R,T.McKenzie,5,1,1,0,1,6,0,1,4.0,125,77,1.0,0.0,0,1,30,2,0,0,0,0,0,1,K.Gibson
157,2023-09-26,True,BAL,WSN,1,30,27,1,6,0,0,1,1,3,0,9,0,0,0,0,2,1,1,0.257,0.323,0.426,0.748,5,R,J.Gray,3,0,0,0,2,7,0,0,3.97,117,74,0.0,0.0,0,0,29,0,0,0,0,0,0,1,K.Bradish
158,2023-09-27,True,BAL,WSN,1,39,32,5,9,1,0,1,5,5,0,8,1,1,0,0,0,2,0,0.257,0.323,0.426,0.749,10,L,P.Corbin,6,1,1,0,0,10,0,0,3.96,127,88,2.0,0.0,1,0,32,1,0,0,0,0,0,0,G.Rodriguez
159,2023-09-28,True,BAL,BOS,1,30,26,2,4,1,0,1,2,3,0,5,1,0,0,0,1,0,0,0.257,0.323,0.425,0.748,4,L,C.Sale,3,0,0,0,1,10,0,0,3.93,136,95,3.0,0.0,1,0,31,0,0,0,0,0,1,0,D.Kremer
160,2023-09-29,True,BAL,BOS,0,30,29,0,3,1,0,0,0,1,0,13,0,0,0,0,1,0,0,0.256,0.322,0.423,0.745,3,R,N.Pivetta,4,3,3,0,2,7,1,0,3.92,140,91,1.0,0.0,2,0,31,2,0,0,0,0,0,1,J.Means
161,2023-09-30,True,BAL,BOS,1,32,32,5,7,3,0,0,4,0,0,10,0,0,0,0,0,2,0,0.256,0.321,0.423,0.744,3,R,K.Crawford,14,2,2,0,1,9,0,1,3.91,160,108,0.0,0.0,0,1,39,1,1,0,0,0,0,1,K.Gibson
162,2023-10-01,True,BAL,BOS,0,33,29,1,2,0,0,0,1,4,0,9,0,0,0,0,0,0,0,0.255,0.321,0.421,0.742,5,R,T.Houck,5,6,1,5,6,16,0,0,3.89,165,100,2.0,0.0,6,0,34,0,0,0,0,0,1,0,K.Bradish
1,2023-03-30,True,BOS,BAL,0,41,35,9,11,2,1,0,8,3,0,9,2,0,1,0,2,0,0,0.314,0.39,0.429,0.819,5,R,K.Gibson,15,10,10,0,9,8,2,1,10.0,191,117,3.0,2.0,5,0,38,4,0,0,1,0,0,1,C.Kluber
2,2023-04-01,True,BOS,BAL,1,41,37,9,11,3,1,4,8,2,0,8,2,0,0,1,0,0,0,0.306,0.378,0.597,0.975,6,R,D.Kremer,13,8,8,0,4,11,3,1,9.0,162,99,0.0,0.0,5,0,38,3,0,0,0,0,0,1,C.Sale
3,2023-04-02,True,BOS,BAL,1,43,38,9,14,2,0,1,9,4,0,7,0,1,0,1,0,1,0,0.327,0.395,0.564,0.959,10,L,C.Irvin,10,5,5,0,2,10,2,0,7.67,153,103,0.0,0.0,0,0,36,2,0,0,0,0,0,1,T.Houck
4,2023-04-03,True,BOS,PIT,0,45,38,6,10,1,0,3,6,7,1,10,0,0,0,1,0,0,0,0.311,0.391,0.554,0.945,12,R,J.Oviedo,9,7,7,0,3,10,3,0,7.5,161,105,0.0,0.0,0,0,35,2,0,0,0,0,1,1,K.Crawford
5,2023-04-04,True,BOS,PIT,0,34,33,1,4,2,0,0,1,1,0,5,0,0,0,2,0,0,0,0.276,0.35,0.486,0.836,6,R,R.Contreras,5,4,2,2,4,9,2,0,6.4,153,96,0.0,0.0,2,0,33,1,0,0,0,0,0,0,N.Pivetta
6,2023-04-05,True,BOS,PIT,0,32,30,1,5,1,0,0,1,2,0,8,0,0,0,0,1,1,0,0.261,0.332,0.445,0.777,4,R,M.Keller,9,4,4,0,4,5,1,1,6.0,161,102,0.0,0.0,2,0,34,3,0,0,0,1,0,1,C.Kluber
7,2023-04-06,False,BOS,DET,1,36,31,6,7,2,0,2,6,4,0,3,1,0,0,0,2,1,0,0.256,0.332,0.45,0.783,3,R,S.Turnbull,6,3,3,0,5,9,1,0,5.57,143,90,0.0,0.0,0,0,33,1,0,0,0,0,1,1,C.Sale
8,2023-04-08,False,BOS,DET,1,45,39,14,12,3,0,4,14,6,0,3,0,0,0,0,0,0,0,0.263,0.342,0.484,0.826,4,L,J.Wentz,6,5,4,1,4,10,0,1,5.38,156,98,0.0,0.0,0,0,33,1,0,0,0,1,2,1,T.Houck
9,2023-04-09,False,BOS,DET,1,39,32,4,7,2,0,1,4,5,0,9,1,0,1,0,1,0,0,0.259,0.341,0.473,0.814,8,L,M.Boyd,9,1,1,0,1,10,0,0,4.89,135,94,0.0,0.0,0,0,36,2,0,0,0,0,0,1,K.Crawford
10,2023-04-10,False,BOS,TBR,0,32,30,0,3,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0.245,0.326,0.44,0.766,5,L,J.Beeks,5,1,1,0,2,7,1,0,4.55,128,83,0.0,0.0,1,0,29,1,0,0,0,0,0,0,N.Pivetta
11,2023-04-11,False,BOS,TBR,0,37,32,2,6,1,0,0,1,5,0,10,0,0,0,0,1,1,0,0.24,0.323,0.421,0.744,8,L,S.McClanahan,11,7,6,1,1,9,4,0,4.73,137,94,0.0,0.0,1,2,34,2,0,0,0,0,0,0,G.Whitlock
12,2023-04-12,False,BOS,TBR,0,37,36,7,10,4,0,1,7,1,0,11,0,0,0,0,1,0,0,0.243,0.321,0.426,0.747,3,R,T.Bradley,11,9,8,1,4,11,1,1,5.06,157,98,2.0,0.0,1,0,34,5,0,0,0,2,1,0,C.Sale
13,2023-04-13,False,BOS,TBR,0,35,31,3,4,2,0,1,3,3,0,12,1,0,0,0,0,1,0,0.235,0.315,0.416,0.731,5,L,J.Springs,10,9,9,0,1,9,2,1,5.42,122,81,2.0,2.0,0,0,34,3,0,0,0,0,0,0,C.Kluber
14,2023-04-14,True,BOS,LAA,1,39,31,5,5,1,0,1,2,6,0,9,2,0,0,3,1,0,0,0.23,0.316,0.408,0.724,10,L,P.Sandoval,11,3,3,0,5,11,0,1,5.24,168,107,0.0,0.0,0,1,35,2,0,0,0,0,0,2,T.Houck
15,2023-04-15,True,BOS,LAA,1,40,32,9,11,3,0,2,8,5,0,6,1,0,0,0,2,1,0,0.238,0.325,0.422,0.746,7,L,T.Anderson,9,7,7,0,3,10,1,2,5.36,174,109,2.0,1.0,0,0,36,2,0,0,0,0,0,0,N.Pivetta
16,2023-04-16,True,BOS,LAA,1,30,28,2,7,0,0,1,2,1,0,7,1,0,0,0,3,1,0,0.238,0.323,0.418,0.742,4,L,R.Detmers,4,1,1,0,3,6,0,0,5.08,125,74,0.0,0.0,0,1,27,1,0,0,0,0,0,2,G.Whitlock
17,2023-04-17,True,BOS,LAA,0,40,34,4,8,3,0,0,4,5,0,9,0,0,1,0,0,1,0,0.238,0.323,0.413,0.736,9,R,S.Ohtani,9,5,5,0,1,10,1,1,5.07,144,102,2.0,0.0,0,1,36,0,0,0,0,1,2,0,B.Bello
18,2023-04-18,True,BOS,MIN,1,46,43,5,12,4,0,0,5,3,0,14,0,0,0,1,1,0,0,0.241,0.324,0.41,0.733,13,R,S.Gray,4,4,3,1,4,16,1,3,4.92,159,97,0.0,0.0,0,0,32,0,0,0,0,2,0,0,C.Sale
19,2023-04-19,True,BOS,MIN,0,37,32,4,7,2,0,1,3,3,0,6,1,0,1,0,1,0,0,0.24,0.322,0.408,0.73,6,R,J.Ryan,9,10,10,0,4,6,3,2,5.2,171,106,0.0,0.0,0,0,37,2,0,0,0,0,1,0,C.Kluber
20,2023-04-20,True,BOS,MIN,1,41,37,11,14,3,0,2,11,3,0,4,0,0,1,0,0,0,0,0.247,0.327,0.42,0.747,6,R,K.Maeda,10,5,5,0,2,10,1,1,5.19,142,91,0.0,0.0,0,0,36,3,0,0,0,0,0,0,T.Houck
21,2023-04-21,False,BOS,MIL,1,38,34,5,8,3,0,1,5,3,0,7,0,1,0,0,0,0,0,0.247,0.326,0.419,0.745,6,R,F.Peralta,8,3,3,0,2,13,1,0,5.08,153,97,1.0,0.0,1,0,34,2,0,0,0,0,0,0,N.Pivetta
22,2023-04-22,False,BOS,MIL,0,35,34,4,8,2,0,2,4,1,0,7,0,0,0,0,0,0,0,0.246,0.323,0.422,0.745,4,L,W.Miley,9,5,5,0,1,4,1,1,5.1,128,91,3.0,1.0,1,0,31,3,0,0,0,0,0,2,G.Whitlock
23,2023-04-23,False,BOS,MIL,1,46,36,12,13,2,0,3,12,7,1,9,1,0,2,0,1,2,0,0.252,0.33,0.433,0.763,7,R,C.Burnes,6,5,5,0,6,8,2,0,5.1,155,95,1.0,0.0,1,0,29,1,0,0,2,1,0,1,B.Bello
24,2023-04-24,False,BOS,BAL,0,34,31,4,7,0,0,2,4,3,0,10,0,0,0,0,1,0,1,0.251,0.329,0.432,0.761,3,R,D.Kremer,13,5,5,0,1,0,0,0,5.12,128,84,0.0,0.0,0,1,32,4,0,0,0,0,0,4,C.Sale
25,2023-04-25,False,BOS,BAL,1,41,35,8,11,1,0,1,8,5,0,5,0,0,1,0,2,0,0,0.253,0.331,0.432,0.764,6,R,K.Bradish,11,6,5,1,0,4,3,0,5.11,135,97,0.0,0.0,0,0,39,0,0,0,0,0,0,0,C.Kluber
26,2023-04-26,False,BOS,BAL,0,36,33,2,7,1,0,1,2,2,0,10,1,0,0,0,1,0,0,0.252,0.329,0.429,0.758,7,R,T.Wells,11,6,5,1,4,4,0,0,5.13,130,85,0.0,0.0,1,0,30,1,0,0,2,3,1,1,T.Houck
27,2023-04-28,True,BOS,CLE,0,36,34,2,8,5,0,0,2,2,0,5,0,0,0,0,1,0,0,0.251,0.328,0.427,0.754,7,R,S.Bieber,8,5,5,0,2,8,2,1,5.13,152,111,0.0,0.0,2,0,33,2,0,0,0,1,0,0,N.Pivetta
28,2023-04-29,True,BOS,CLE,1,46,42,8,16,3,0,1,7,3,0,4,0,1,0,0,0,1,0,0.257,0.331,0.431,0.763,11,R,Z.Plesac,14,7,6,1,4,10,2,0,5.14,190,121,3.0,3.0,2,1,42,1,0,0,0,0,0,1,B.Bello
29,2023-04-30,True,BOS,CLE,1,39,33,7,9,4,0,2,7,6,0,10,0,0,0,1,1,0,0,0.257,0.333,0.436,0.769,8,L,L.Allen,4,1,1,0,0,7,0,1,4.99,135,96,0.0,0.0,0,0,32,1,0,0,0,0,1,0,C.Sale
30,2023-05-01,True,BOS,TOR,1,37,35,6,13,2,0,3,6,2,0,7,0,0,0,0,2,3,0,0.261,0.336,0.444,0.78,7,R,J.Berríos,9,5,4,1,6,10,1,0,4.96,161,98,1.0,0.0,2,0,37,3,0,0,0,0,1,0,C.Kluber
31,2023-05-02,True,BOS,TOR,1,38,36,7,14,4,0,4,7,1,0,4,1,0,0,0,1,0,0,0.266,0.338,0.458,0.796,7,L,Y.Kikuchi,8,6,6,0,3,6,1,0,4.99,120,74,0.0,0.0,1,0,34,1,0,0,0,0,0,1,T.Houck
32,2023-05-03,True,BOS,TOR,1,45,40,8,15,4,0,0,8,4,0,6,1,0,0,1,0,1,0,0.27,0.342,0.458,0.8,13,R,A.Manoah,7,3,3,0,2,8,2,0,4.93,145,98,0.0,0.0,0,0,33,2,0,0,0,0,0,1,N.Pivetta
33,2023-05-04,True,BOS,TOR,1,42,40,11,16,2,0,2,11,2,0,7,0,0,0,0,0,5,0,0.274,0.345,0.463,0.808,7,R,K.Gausman,9,5,3,2,3,9,1,0,4.87,141,90,1.0,0.0,0,0,35,2,0,0,0,1,1,1,B.Bello
34,2023-05-05,False,BOS,PHI,1,39,35,5,8,1,0,0,5,1,0,8,2,0,1,1,0,1,0,0.273,0.343,0.457,0.8,7,R,Z.Wheeler,8,3,3,0,2,14,0,1,4.81,145,100,0.0,0.0,0,0,35,1,1,0,0,0,1,0,C.Sale
35,2023-05-06,False,BOS,PHI,1,42,35,7,10,4,0,0,7,5,1,8,1,1,0,0,1,2,0,0.273,0.345,0.455,0.8,8,L,B.Falter,10,4,4,0,1,4,2,1,4.79,147,98,0.0,0.0,0,0,37,2,0,0,0,0,0,0,C.Kluber
36,2023-05-07,False,BOS,PHI,0,30,30,1,5,1,0,1,1,0,0,9,0,0,0,0,0,0,1,0.271,0.341,0.452,0.792,2,R,T.Walker,9,6,6,0,3,5,1,0,4.84,125,82,1.0,1.0,0,2,31,1,0,1,0,0,0,0,T.Houck
37,2023-05-09,False,BOS,ATL,0,38,33,3,8,2,0,1,3,4,0,12,0,0,1,0,1,1,0,0.27,0.34,0.45,0.79,8,R,C.Morton,12,9,9,0,5,6,1,2,4.97,158,98,0.0,0.0,0,0,35,3,0,0,0,0,0,1,N.Pivetta
38,2023-05-10,False,BOS,ATL,1,38,32,5,7,2,0,1,5,5,0,12,1,0,0,0,1,1,1,0.269,0.34,0.448,0.789,6,L,D.Lee,8,2,2,0,1,10,1,0,4.89,140,100,0.0,0.0,1,0,33,1,0,0,0,0,0,1,B.Bello
39,2023-05-12,True,BOS,STL,0,37,33,6,9,4,0,2,6,4,0,8,0,0,0,0,3,0,0,0.269,0.34,0.451,0.792,4,R,A.Wainwright,14,8,8,0,2,10,3,0,4.97,162,106,2.0,1.0,2,0,38,2,0,0,0,0,0,2,J.Paxton
40,2023-05-13,True,BOS,STL,0,36,34,3,10,3,0,0,3,1,0,6,1,0,0,0,2,1,0,0.269,0.34,0.45,0.79,6,L,S.Matz,4,4,3,1,4,9,1,0,4.92,127,85,0.0,0.0,1,0,31,2,0,1,0,0,0,0,C.Sale
41,2023-05-14,True,BOS,STL,0,36,31,1,5,1,0,0,1,5,0,7,0,0,0,0,0,0,0,0.267,0.339,0.444,0.783,8,R,M.Mikolas,14,9,9,0,4,8,3,0,5.02,177,120,3.0,2.0,1,0,42,4,0,0,0,0,1,0,C.Kluber
42,2023-05-15,True,BOS,SEA,0,35,33,1,9,2,0,0,1,1,0,8,1,0,0,0,2,0,1,0.267,0.338,0.442,0.78,7,R,G.Kirby,15,10,8,2,3,10,3,0,5.09,166,109,4.0,2.0,1,0,43,4,0,0,0,0,0,0,T.Houck
43,2023-05-16,True,BOS,SEA,1,39,36,9,11,2,1,3,8,3,0,7,0,0,0,1,0,1,0,0.268,0.339,0.447,0.786,6,R,L.Castillo,8,4,4,0,4,8,1,0,5.07,150,93,0.0,0.0,0,0,34,2,1,0,0,0,0,1,N.Pivetta
44,2023-05-17,True,BOS,SEA,1,43,38,12,16,4,0,1,12,3,0,5,1,0,1,0,1,0,0,0.272,0.342,0.451,0.793,7,L,M.Gonzales,5,3,2,1,8,9,0,1,5.0,172,110,0.0,0.0,0,0,33,3,0,0,0,0,1,0,B.Bello
45,2023-05-19,False,BOS,SDP,1,38,35,6,8,2,0,2,6,3,0,8,0,0,0,1,1,0,0,0.271,0.341,0.451,0.792,5,L,B.Snell,5,1,1,0,3,7,1,0,4.91,147,89,0.0,0.0,0,0,30,0,0,0,0,0,0,1,J.Paxton
46,2023-05-20,False,BOS,SDP,1,38,35,4,7,3,0,1,4,2,0,9,1,0,0,0,0,3,0,0.269,0.339,0.449,0.789,7,R,J.Musgrove,3,2,2,0,3,8,2,1,4.84,142,90,0.0,0.0,1,0,30,1,0,0,0,0,0,0,C.Sale
47,2023-05-21,False,BOS,SDP,0,35,32,0,7,0,0,0,0,3,0,9,0,0,0,0,2,0,0,0.268,0.338,0.445,0.783,8,R,M.Wacha,6,7,3,4,3,7,1,0,4.81,140,89,1.0,1.0,0,0,31,3,0,0,0,0,2,0,C.Kluber
48,2023-05-22,False,BOS,LAA,0,30,30,1,4,1,0,0,1,0,0,9,0,0,0,0,1,0,0,0.266,0.335,0.44,0.775,2,R,J.Barria,5,2,2,0,3,11,1,1,4.77,125,81,0.0,0.0,0,0,28,1,0,0,0,0,0,1,T.Houck
